Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
1,37,2,48,63,2,1,1,60,150,3500,0,700,808
2,1,5,60,22,1,1,1,35,85,0,0,1950,2134
1,5,2,18,31,2,1,1,75,153,5000,0,800,1615
1,6,2,60,53,2,1,3,45,50,16000,0,1000,1505
1,10,2,36,45,2,2,3,60,0,9500,250,750,1138
1,3,2,48,25,1,1,3,35,0,4000,0,1200,1449
1,2,5,36,25,1,1,1,35,110,0,0,500,1200
2,3,5,60,23,1,1,1,35,63,0,0,800,1258
1,1,5,48,21,1,1,2,35,164,0,0,1400,1503
1,11,2,48,29,2,1,1,75,76,15000,0,300,1336
1,4,2,12,25,2,1,1,45,65,2000,0,350,1571
2,4,2,60,47,2,1,3,75,0,13500,0,1900,1976
1,13,2,60,38,1,1,1,45,80,4000,0,1060,1274
1,5,2,60,37,2,2,3,75,75,12000,0,900,1014
1,1,2,48,53,2,1,3,35,213,20000,0,1250,2040
1,21,2,36,51,2,1,1,75,160,1500,0,900,1221
2,3,6,36,22,2,1,1,45,215,0,0,1470,1480
1,4,2,60,37,2,1,3,35,128,18000,0,800,1560
2,0,1,48,27,2,1,3,70,250,0,0,860,970
1,16,1,60,47,2,2,1,72,120,0,0,1150,1428
2,1,2,36,29,2,1,1,60,70,4500,0,850,1100
1,8,3,36,39,2,1,1,60,135,4000,1500,1300,1504
1,2,5,24,30,2,1,2,45,57,0,0,500,974
2,8,1,60,30,2,1,1,85,103,0,0,1090,1090
2,3,2,60,40,2,1,3,75,246,2500,0,1300,1500
2,3,1,60,31,2,2,1,81,57,0,0,1400,1475
1,10,2,12,56,3,1,4,35,214,53500,0,1150,1300
1,10,2,60,34,2,2,1,60,310,3000,0,1600,1849
1,1,5,60,22,1,1,1,35,90,0,0,1250,1590
1,2,3,60,34,2,1,1,60,186,8000,4000,1250,1350
1,3,1,48,34,2,1,1,77,165,5000,0,1287,1693
1,13,2,24,47,2,2,1,75,300,12000,0,1000,1340
1,5,5,60,28,1,1,1,35,70,0,0,900,1492
1,15,2,60,29,2,1,1,45,42,15000,4800,1500,2519
1,0,6,36,26,2,1,1,45,260,0,0,725,775
1,1,1,48,45,2,1,1,59,140,0,0,1800,1980
2,1,2,60,53,2,2,3,35,0,30000,0,1900,2362
1,23,2,60,45,2,2,1,60,248,10000,0,1400,2099
1,0,2,60,25,2,1,3,60,0,5500,1000,1100,1650
1,4,1,12,28,1,1,1,40,51,0,0,300,1469
1,1,5,60,26,1,1,2,35,120,0,0,1150,1300
1,6,2,12,66,3,1,4,35,105,5000,0,550,1450
1,8,1,60,34,2,1,2,81,60,0,0,600,1400
2,0,1,30,30,2,1,3,75,0,0,0,600,830
1,1,5,60,36,1,1,1,35,176,0,0,1100,1600
1,3,2,48,63,2,1,4,35,145,4000,0,350,969
1,4,2,60,37,2,1,3,35,128,18000,0,800,1560
2,0,2,36,27,2,1,3,45,0,3500,1500,600,780
1,0,2,60,39,2,2,1,45,150,23000,5000,1050,1625
2,6,1,36,41,2,2,3,75,0,0,0,775,875
1,32,2,36,56,2,1,1,60,152,7000,0,1000,2950
1,12,2,36,43,2,1,1,45,70,5000,0,700,1487
1,1,6,24,20,1,1,2,45,48,3000,0,700,980
2,7,3,48,30,2,1,2,60,112,1500,0,900,1165
1,1,1,60,23,2,2,1,54,92,0,0,1450,1626
1,10,2,36,32,2,1,1,75,112,5000,3600,400,830
2,1,5,12,26,1,1,2,35,0,0,0,190,693
2,4,5,60,26,1,1,1,35,52,0,0,1050,1372
1,18,1,42,35,2,1,1,76,157,0,0,800,1687
2,0,1,36,33,2,2,2,76,155,0,0,440,440
1,0,5,48,22,1,1,3,45,0,0,0,4000,4500
1,13,2,36,50,2,1,1,45,139,1800,0,715,1683
2,12,2,60,51,2,1,1,45,144,9000,0,1450,1490
1,17,2,48,51,2,1,3,35,100,16000,0,1100,1358
1,4,6,24,43,2,1,3,45,125,0,0,400,1100
1,6,1,60,31,1,1,1,43,82,0,0,800,946
1,10,2,6,46,2,1,3,45,464,10000,0,1100,2235
1,20,5,60,42,1,1,1,35,80,0,0,800,1520
1,3,5,18,21,1,2,1,35,75,0,0,500,1364
1,20,2,60,36,2,1,1,45,218,5000,2500,1600,2478
1,1,1,60,24,2,1,1,52,67,0,0,800,1137
2,20,2,48,51,2,2,1,45,213,5000,1000,1100,1376
1,20,2,12,60,2,1,3,60,0,40000,0,700,1420
1,0,2,36,28,2,1,1,45,142,8000,4000,900,1888
1,8,2,48,63,2,1,1,45,107,8000,0,600,790
1,4,3,36,26,2,1,1,45,107,3000,0,700,700
1,1,2,36,20,1,1,2,35,139,4000,0,375,425
2,3,5,60,30,2,2,1,45,120,4000,0,1500,1621
1,6,2,48,51,2,1,3,35,105,4000,0,1350,1595
1,3,1,48,32,2,1,1,57,121,0,0,1200,1952
1,7,1,18,33,2,1,1,113,532,0,0,1000,2290
1,18,2,60,42,2,1,1,75,111,2500,0,1150,1640
1,6,2,36,38,2,1,3,90,130,7000,300,800,960
1,1,2,60,59,2,1,4,45,228,10000,0,1150,1150
1,4,2,48,50,2,1,3,75,0,99999999,0,900,1073
1,4,6,60,25,1,1,1,35,162,0,0,1800,2999
2,2,1,48,44,4,1,1,48,125,5000,800,1600,2500
1,10,3,36,47,2,2,1,45,60,5000,0,250,1343
2,1,5,36,25,1,1,2,35,53,0,0,600,1415
2,2,2,60,30,2,2,3,45,0,5000,700,1000,2200
1,4,2,60,39,2,1,3,45,0,7500,0,1300,1508
2,5,2,60,49,2,2,1,75,148,3000,200,1500,1657
1,11,1,60,32,2,1,1,79,185,0,0,950,1117
1,26,2,60,56,2,1,1,35,120,3500,0,1400,1477
1,6,1,60,46,2,1,1,82,217,0,0,1245,1503
1,2,5,60,25,2,1,3,35,150,2000,0,1000,1302
2,0,1,36,38,4,1,1,48,125,0,0,500,585
1,13,5,60,28,2,1,1,35,138,0,0,1080,1192
1,12,2,12,50,2,1,3,75,200,17000,3000,1250,1721
1,10,5,48,24,1,1,1,35,163,0,0,1000,1260
1,12,2,48,46,2,1,1,60,130,6000,0,1480,1883
2,3,1,48,52,2,1,1,96,210,0,0,1400,1419
1,8,1,60,31,2,1,1,66,211,0,0,1950,2276
1,23,6,54,38,4,1,1,60,178,0,0,740,989
1,13,3,24,59,3,1,1,35,87,1200,0,425,750
1,18,2,60,38,2,1,1,75,138,6000,0,1000,2018
1,8,3,48,22,2,1,1,45,120,2500,1200,880,882
1,3,2,60,30,2,1,1,45,95,3700,1250,1300,1665
2,6,6,24,23,1,2,1,35,135,0,0,250,250
1,15,1,48,46,2,1,1,57,122,0,0,1350,1500
1,9,5,60,32,2,1,3,75,160,2000,0,1200,1541
1,3,1,48,29,2,1,1,85,100,0,0,1000,1191
2,0,6,42,23,1,1,2,35,0,0,0,1100,1135
1,14,5,60,32,2,2,1,35,140,0,0,1150,1273
1,25,1,42,61,2,1,1,57,121,0,0,750,830
1,10,1,18,34,5,1,1,54,189,0,0,800,2215
1,5,2,18,28,2,1,1,35,141,5500,0,650,1258
2,1,5,48,18,1,1,2,35,81,0,0,1150,1314
1,12,2,24,38,2,1,1,60,114,4000,600,400,1169
2,1,5,48,27,1,1,1,35,93,6000,0,550,818
1,2,2,60,37,2,1,1,90,137,3000,1,1100,1563
2,10,1,36,35,1,1,3,40,50,99999999,99999999,500,1050
2,3,1,48,43,2,1,2,73,126,0,0,1300,1770
1,7,1,60,34,2,1,1,48,130,0,0,1150,1549
1,8,2,36,35,2,2,1,45,213,6000,0,1700,2450
1,8,2,24,40,2,1,3,45,107,3500,0,400,475
2,8,1,60,34,2,2,1,80,200,0,0,1200,1800
1,3,2,36,37,2,1,3,35,141,5000,400,1000,1912
1,0,2,24,33,2,1,2,35,100,8000,0,500,2700
1,0,1,60,24,1,1,1,63,182,2500,0,900,1325
1,6,1,60,34,2,1,1,86,110,0,0,800,2263
1,3,5,36,20,1,2,1,35,55,0,0,600,1625
1,9,5,12,27,1,1,1,35,80,0,0,200,1093
1,4,1,60,25,1,1,1,50,150,0,0,1500,2600
1,2,2,60,25,2,1,1,35,158,6000,4380,1400,1423
1,16,5,60,34,1,1,3,35,0,12000,0,1200,1336
2,5,5,24,26,1,2,1,35,104,0,0,1000,1314
1,8,2,60,28,2,1,1,60,145,4000,1000,1600,1718
1,1,2,60,27,2,1,1,35,90,2000,0,1150,1470
1,10,2,24,50,2,1,3,60,200,99999999,0,500,1131
2,0,6,36,28,2,2,4,45,297,8000,0,1360,1362
1,10,2,60,46,3,1,3,45,123,3500,0,1100,1375
2,0,2,60,47,2,2,2,60,50,15000,0,1300,1841
1,12,1,48,46,2,2,1,104,294,0,0,1350,1352
1,2,6,36,35,4,1,1,35,200,0,0,1600,1671
2,0,5,48,26,1,1,1,35,120,0,0,1100,1100
1,2,3,60,24,2,1,1,35,170,5000,1500,1150,1200
1,13,5,60,34,1,1,1,35,96,0,0,750,775
2,15,2,60,31,2,2,1,45,96,4000,0,960,1031
2,0,6,60,22,1,1,2,35,55,0,0,1350,1400
1,6,2,48,24,2,1,1,45,227,3000,0,600,1380
1,17,2,48,34,2,1,1,60,162,3500,0,1250,1650
1,11,2,36,27,2,1,1,60,172,7000,0,900,1201
2,0,2,48,42,4,2,1,60,119,15000,0,800,800
1,0,2,36,55,2,2,3,45,0,16000,0,900,1100
1,2,2,36,53,2,1,3,35,71,5000,0,800,1615
1,3,2,36,38,2,1,1,75,106,8500,0,2375,2375
1,12,2,36,64,1,2,3,60,341,4500,0,900,900
1,1,1,36,27,2,1,1,55,100,0,0,1000,1300
1,0,2,48,37,2,1,3,60,107,18000,1700,800,1015
1,14,2,12,41,2,1,3,60,245,7000,0,500,1253
1,1,2,60,61,2,2,3,45,0,97000,2900,1200,2154
1,11,1,60,30,2,1,1,77,165,0,0,1350,1637
1,3,5,48,25,1,1,1,35,32,0,0,700,1114
1,6,1,36,36,2,2,1,56,208,0,0,600,1432
1,23,2,24,47,2,1,1,35,114,3000,0,400,765
1,0,3,60,42,2,1,2,35,210,1500,0,1250,1518
1,14,1,48,28,2,1,1,60,146,0,0,1450,1474
2,14,1,60,63,2,1,1,73,127,0,0,1400,1496
2,0,5,60,36,1,1,1,35,130,0,0,1600,1678
1,4,1,60,24,2,1,1,50,151,0,0,900,1155
1,20,2,60,56,2,1,1,35,96,5000,0,950,1092
1,23,2,36,59,2,1,1,35,100,7000,0,850,1334
1,1,5,48,22,1,1,1,35,210,0,0,1575,2082
1,7,1,60,30,2,1,1,42,73,0,0,950,1169
2,3,2,60,40,2,2,1,60,200,8000,0,1700,2000
2,5,1,54,27,2,1,1,47,118,0,0,1500,1600
1,5,1,36,23,2,1,1,68,81,0,0,400,400
1,20,2,36,47,2,1,1,75,203,4000,0,1050,1258
1,7,2,60,24,2,1,1,45,106,2500,0,1200,1258
1,20,2,60,50,2,1,1,60,170,6000,0,1300,1404
1,0,2,36,37,2,1,3,60,0,15000,0,400,750
1,2,1,60,45,2,1,3,88,129,0,0,850,1044
1,3,2,12,24,1,2,1,35,105,6000,0,500,1138
1,10,3,36,38,2,2,1,60,117,4030,0,950,1330
1,13,2,42,34,2,1,1,105,190,2500,300,1100,1395
1,2,2,60,44,2,1,1,75,274,6000,0,1600,2070
2,0,1,36,26,2,1,2,80,195,0,0,600,785
1,25,2,48,55,2,1,1,60,139,5000,0,1000,1300
2,1,2,36,45,2,2,3,75,0,4000,0,800,800
1,20,1,48,44,3,2,3,43,77,0,0,550,1499
1,4,2,60,64,2,1,4,45,82,8000,0,1000,1590
1,8,2,48,40,1,1,3,35,99999999,5000,0,1200,1678
1,7,2,60,42,2,1,1,45,88,4000,0,850,1033
1,3,2,48,19,1,1,1,35,180,4000,0,800,1128
1,0,2,24,46,2,1,1,90,140,30000,0,350,1571
1,2,1,36,19,1,1,1,48,128,0,0,1400,1650
1,1,5,60,22,1,1,1,35,110,2000,0,1500,2098
1,19,1,60,38,2,1,1,86,108,0,0,1000,1132
1,5,5,60,24,1,1,1,35,92,0,0,1030,1068
1,9,2,24,30,2,1,1,35,250,30000,0,1000,1594
1,5,2,48,40,2,1,3,75,61,11000,770,1200,1483
1,9,6,48,24,1,1,1,45,88,0,0,1200,1302
2,2,1,60,32,2,1,1,93,175,0,0,1650,1688
1,12,2,60,31,2,1,1,35,183,10000,2200,1300,1349
1,12,2,36,47,2,1,1,60,211,99999999,0,1050,1521
1,12,5,24,28,1,1,1,35,102,4000,0,250,1150
2,6,2,36,44,2,1,1,75,150,7000,600,650,650
1,11,2,60,26,2,1,1,35,70,5000,0,1050,1273
1,4,6,24,40,2,1,2,60,66,0,0,1300,1300
2,24,6,60,41,2,2,3,75,0,0,0,2200,2428
1,5,1,36,51,2,1,1,63,184,0,0,635,785
2,1,2,60,49,2,1,2,105,88,2000,0,850,1149
1,2,5,36,21,1,1,2,35,105,0,0,300,495
1,6,2,36,37,2,1,1,60,230,15000,4500,1740,2340
1,7,2,18,40,2,2,1,75,169,4000,400,400,1717
2,1,6,36,23,1,1,2,35,66,0,0,450,500
2,2,3,60,37,2,2,1,60,120,3000,1380,1000,1582
2,2,3,60,53,2,1,1,75,85,7000,0,1050,1172
1,12,2,36,38,2,1,1,60,130,5000,0,700,950
1,1,2,36,27,1,1,1,35,208,9000,0,1000,1651
2,4,2,24,22,1,1,1,35,97,3216,0,1000,1000
1,1,6,24,24,1,1,1,35,114,0,0,400,550
1,6,1,48,26,1,2,1,65,198,0,0,950,1111
2,15,2,60,58,2,2,1,60,117,6000,0,1500,1670
1,11,2,60,38,2,2,1,60,352,5000,0,1300,1850
1,1,6,24,24,2,1,3,60,137,0,0,300,750
1,17,2,24,36,2,1,1,45,115,300,0,600,1642
1,8,5,60,24,1,1,1,35,110,0,0,1250,1500
2,5,1,48,33,2,2,3,60,0,0,0,2000,2652
1,4,5,36,27,2,1,1,45,72,0,0,350,1426
1,0,3,60,31,2,1,3,45,99999999,4500,0,1550,1954
1,10,1,48,26,1,1,1,52,169,2000,0,1000,1242
1,2,1,60,23,1,1,1,58,225,0,0,800,975
2,10,2,60,26,2,1,1,35,73,4000,2000,1700,1900
2,6,1,60,28,2,1,1,54,90,0,0,1700,1700
2,11,2,36,37,2,2,3,60,205,13600,4500,450,625
1,2,2,48,33,2,1,1,45,173,4500,3000,300,1107
1,25,2,12,49,2,1,3,60,100,5500,0,1000,1998
1,1,1,60,27,1,1,1,44,88,0,0,1000,1092
1,0,5,48,24,1,1,2,45,76,0,0,1640,1649
1,3,3,6,24,1,1,1,35,173,4800,0,475,1323
2,0,5,48,21,1,1,2,35,70,0,0,1200,1600
1,1,1,36,35,2,1,3,66,208,4000,0,1000,1300
2,0,2,60,44,2,1,4,60,0,25000,0,850,972
1,2,6,60,23,1,1,1,45,175,7500,0,1500,1525
1,14,2,48,53,2,1,1,45,95,3000,0,1060,1060
2,3,1,60,39,2,2,1,69,94,0,0,1450,1546
1,5,2,36,47,2,1,3,60,80,4000,0,350,385
1,1,5,24,29,1,1,2,35,147,0,0,650,1370
2,0,2,36,43,3,1,4,35,49,2000,0,400,710
2,5,1,60,42,2,2,3,113,83,0,0,1530,1530
1,0,6,60,26,2,1,2,45,68,0,0,1200,1315
1,12,2,60,38,2,1,1,75,120,5000,0,1100,1172
1,6,3,60,33,2,1,1,45,114,3000,1800,1150,1180
2,25,1,60,62,2,1,1,60,146,0,0,1000,1292
1,2,2,36,58,3,1,4,35,52,4000,0,400,550
1,3,2,18,66,2,1,4,45,69,12000,0,500,1101
1,6,2,60,29,2,1,1,60,115,6000,2000,1250,1780
1,1,2,60,39,2,1,1,60,210,2000,0,700,825
1,14,2,48,43,2,1,1,45,200,9000,0,600,1025
2,0,5,24,21,1,2,2,35,126,0,0,1150,1586
2,5,2,48,40,2,2,1,75,115,20000,100,1200,1800
2,3,2,60,22,1,2,3,35,178,9000,3000,1500,1528
1,35,2,48,54,2,1,1,60,217,5000,0,1250,1455
1,15,2,48,55,2,1,3,35,0,14500,0,2000,2848
1,11,2,60,39,5,2,1,35,263,2500,0,1000,1300
2,8,1,24,44,2,1,1,68,83,40000,0,1300,1372
1,1,1,48,28,2,1,3,75,0,0,0,400,1415
1,3,2,18,40,2,1,1,45,140,4000,0,400,1772
2,2,3,60,32,2,2,1,75,142,4000,0,1300,1566
1,5,5,60,24,1,1,1,35,120,0,0,900,1249
2,4,2,60,35,2,2,3,45,0,15000,3000,2000,2477
2,1,3,48,34,2,2,3,45,200,3000,1500,1000,1191
1,4,1,48,32,2,1,1,56,110,0,0,800,1626
1,1,6,24,46,2,1,2,45,70,2500,0,390,590
1,1,2,48,36,2,1,1,60,75,5500,0,1085,1736
1,3,2,60,31,2,1,1,45,140,5500,1200,900,1400
1,8,3,48,25,1,1,1,45,180,1500,0,1100,1200
2,0,1,60,43,2,1,3,75,0,0,0,1400,1700
2,8,6,60,28,5,2,1,35,102,0,0,1100,1421
1,5,5,60,21,1,1,2,35,70,0,0,1400,1550
1,2,5,48,27,2,1,1,45,164,0,0,1100,1464
2,1,5,60,38,2,1,2,60,92,3500,0,1000,1025
1,12,2,48,39,2,1,3,60,95,6000,0,1300,1600
1,1,5,48,27,1,1,3,35,85,0,0,650,650
1,2,2,30,38,2,1,1,75,159,11000,0,1280,1289
1,2,1,48,34,4,2,1,44,90,7000,0,600,1063
1,25,1,60,48,2,1,1,103,126,3500,0,1450,1575
1,4,2,36,23,2,1,1,75,168,4000,0,1100,1385
2,2,6,48,23,1,1,1,35,140,0,0,1950,2175
1,20,1,60,38,2,1,1,74,140,0,0,1500,1600
1,12,1,36,51,2,1,1,74,139,0,0,600,690
1,19,2,48,37,2,1,1,60,158,7000,3000,1000,1156
1,13,2,48,54,2,2,1,45,90,2500,0,1000,1198
1,9,1,60,38,2,1,1,87,120,0,0,1177,1300
2,0,5,60,30,2,1,3,60,0,0,0,1000,1110
2,0,1,48,25,2,1,1,60,150,0,0,1350,1450
1,16,3,48,34,2,1,1,60,85,2000,0,800,1866
2,1,2,60,37,2,1,3,60,200,9000,0,1400,1493
2,5,6,60,33,1,1,1,35,57,0,0,1000,1415
2,0,5,36,38,2,2,3,75,125,11000,0,2500,3350
1,8,5,36,26,1,1,1,35,65,0,0,500,1715
1,8,3,36,48,2,2,1,75,175,1000,0,475,575
1,1,3,12,46,2,1,4,90,90,2000,600,500,1193
1,2,5,48,39,4,1,1,35,160,0,0,550,2340
1,7,2,36,36,2,1,1,45,103,4000,0,325,1626
1,17,1,60,44,2,1,1,51,159,0,0,1100,1668
1,26,1,60,50,2,1,1,85,250,0,0,1000,1297
1,30,2,48,56,2,2,1,45,75,6000,0,1300,1423
1,11,1,60,38,2,1,1,91,160,0,0,600,1200
1,17,2,60,41,2,1,3,75,250,13500,3700,1400,2050
1,7,2,18,33,2,1,3,60,164,4000,0,550,1679
1,5,1,36,30,2,1,3,101,260,0,0,1000,1500
1,11,2,60,26,2,1,1,45,120,5000,0,1350,1498
1,0,5,60,24,1,1,1,35,126,1500,0,900,1092
1,15,5,60,34,1,1,1,45,195,17000,0,1200,1200
1,0,2,60,32,1,1,2,35,94,7500,0,1350,1583
1,5,5,48,23,1,1,1,35,82,0,0,1550,1630
1,2,5,36,30,2,1,1,45,170,0,0,700,1090
2,2,2,60,26,1,1,3,35,0,10000,4800,1600,1911
1,6,1,60,36,1,1,1,85,400,0,0,1000,1290
1,3,1,60,28,2,1,1,70,245,0,0,1830,2201
2,7,1,60,39,2,1,1,103,130,0,0,950,1215
1,11,2,12,25,2,1,1,45,124,2500,1000,800,1602
1,5,2,60,35,2,1,3,45,0,99999999,0,700,768
1,8,5,60,32,4,1,1,75,118,3500,0,1350,1729
1,12,2,60,35,2,2,1,35,108,18500,1300,1550,1584
1,0,1,36,26,1,1,1,46,107,0,0,310,910
1,1,3,60,26,2,1,1,45,137,5000,0,1350,1471
1,2,5,48,25,2,1,3,60,150,0,0,1000,1300
2,6,5,60,29,1,1,3,35,0,3500,0,1000,1183
1,3,5,36,24,4,1,1,45,113,0,0,850,940
1,22,2,48,53,2,1,1,35,110,5000,0,1500,1683
2,3,2,60,32,2,1,1,90,254,14000,10500,1650,2200
1,20,2,24,55,2,1,3,75,0,11600,0,750,1705
1,4,3,60,37,2,1,3,75,120,10500,1500,1200,1341
2,0,6,60,26,1,1,4,35,0,0,0,1200,1571
1,21,2,60,57,2,1,3,60,95,8000,0,1000,1700
1,25,5,54,43,2,1,1,75,110,7000,0,1275,1275
1,16,2,6,41,2,1,1,75,87,3000,0,200,625
1,2,2,36,24,2,1,3,45,0,4000,1900,700,1780
1,8,5,36,26,2,1,3,45,0,4000,0,1000,1500
2,1,2,48,26,2,1,3,75,180,1600,0,1450,1610
2,0,5,24,20,1,1,2,35,66,0,0,550,550
1,8,6,60,29,2,1,1,45,135,0,0,1400,1680
1,12,2,60,27,2,1,1,45,145,3500,0,1000,1556
1,0,2,48,22,1,1,1,35,152,4000,0,1210,1325
1,16,2,60,32,2,1,1,60,117,1100,80,1400,1833
1,2,5,48,29,1,1,1,35,111,0,0,1000,1854
2,3,3,60,32,2,2,1,60,200,4500,2000,1600,1759
2,2,6,36,49,2,2,4,45,50,0,0,1600,2640
2,2,2,36,50,2,2,1,45,185,4000,0,950,950
2,5,2,60,28,2,2,3,75,0,21500,0,2000,2700
1,2,5,60,41,2,2,1,35,80,0,0,1000,1500
2,3,1,60,32,2,1,1,50,147,0,0,1100,1226
1,20,2,60,49,2,1,3,90,215,4500,0,1000,1228
2,3,1,36,33,4,2,3,45,0,0,0,375,870
1,7,1,60,31,2,1,1,67,70,0,0,790,1072
1,15,6,48,33,2,1,1,45,125,0,0,1000,1587
2,1,5,48,24,1,2,1,35,65,0,0,900,1061
1,15,2,60,56,2,2,3,45,155,10500,0,1250,1392
2,4,1,60,52,2,1,1,97,72,0,0,1200,1200
1,20,2,60,51,2,1,1,60,165,3500,0,500,625
1,2,2,18,43,2,1,3,90,356,5000,800,700,1073
2,1,1,60,31,5,2,2,39,42,0,0,1200,1265
1,4,2,60,25,2,1,1,45,68,4500,1379,725,1460
2,2,3,60,38,2,1,2,60,150,4000,0,1000,1270
1,5,2,6,44,2,1,1,75,315,13000,0,500,2624
1,2,6,36,25,1,1,1,35,80,0,0,600,1104
1,0,2,60,47,2,2,1,90,500,20000,0,1800,2000
2,2,5,24,37,1,1,1,35,78,0,0,800,1298
2,0,6,60,41,2,2,1,105,0,0,0,1000,2750
2,1,2,60,39,2,1,3,60,99999999,6000,3000,850,1104
2,10,2,60,62,2,1,1,60,78,6000,0,1130,1130
1,20,2,48,52,2,2,1,60,170,9000,0,1900,2320
1,10,3,36,61,2,1,1,75,130,25000,0,350,400
1,15,2,48,33,2,1,1,75,150,3000,0,1000,1670
2,0,2,48,29,4,1,1,35,55,4000,0,757,1566
1,4,2,48,22,2,1,1,35,214,10000,3000,1250,1566
1,20,5,60,46,1,1,1,35,108,8000,0,550,1106
2,2,2,60,20,1,1,1,35,150,32000,2000,1500,1599
2,13,1,36,28,2,1,1,59,143,0,0,1400,1600
2,0,5,48,22,1,2,0,45,0,0,0,1000,1449
1,25,2,60,44,2,1,1,45,125,2500,0,1200,1570
2,0,6,36,36,1,1,3,35,0,0,0,1250,1575
1,1,2,60,47,2,1,1,75,78,4000,0,1500,1711
1,5,2,18,28,2,1,1,60,102,2500,1300,450,1437
2,3,5,60,27,1,2,1,35,117,0,0,1500,2190
1,1,1,60,26,1,1,2,42,74,0,0,750,778
1,1,3,24,55,2,1,1,60,184,15000,0,1600,4200
1,1,2,60,29,2,1,1,60,136,7000,0,1000,1688
2,7,1,60,49,2,2,1,67,68,0,0,1300,1500
1,0,5,60,21,1,1,4,35,149,3000,0,1400,1829
1,2,6,42,25,2,1,1,60,190,0,0,1100,1729
2,30,2,18,57,2,2,3,75,290,99999999,0,350,450
2,1,1,48,29,2,1,2,77,170,0,0,1300,2262
2,0,1,36,18,1,1,2,40,51,0,0,500,500
2,4,2,60,37,2,1,1,75,116,3000,575,950,950
1,0,2,12,49,3,1,3,60,0,21000,0,1800,2309
1,30,2,48,60,2,1,3,60,6,16000,0,1200,1636
2,2,2,60,33,2,1,2,45,77,2500,0,1000,1197
1,7,3,60,29,2,1,1,60,51,3500,500,1000,1290
1,15,2,60,38,2,1,1,60,90,6000,480,1100,1289
1,15,3,60,43,2,1,1,75,126,3000,0,1350,1360
1,1,4,24,27,2,1,2,60,128,4000,0,400,1224
1,20,2,36,51,2,2,1,75,228,4000,0,1200,1620
2,2,2,60,29,2,2,1,60,185,6300,2300,2000,2675
2,6,2,60,32,2,1,1,75,160,2200,600,1550,1600
1,1,5,60,25,1,1,1,35,105,0,0,1100,1222
1,6,1,36,24,2,1,1,63,175,0,0,650,750
1,2,2,60,31,2,1,1,60,121,4500,800,1450,1600
2,6,5,60,22,1,2,1,35,100,0,0,1200,1496
1,13,2,36,60,2,1,3,60,116,4000,0,1000,1100
